name;DESCRIPTION;
734.021.01;Control Air Dryer No 01 (Membrane Type);
734.021.02;Control Air Dryer No 02 (Membrane Type);
734.021.03;Control Air Dryer No 03 (Membrane Type);
734.081;Valves
734.082;Control Air Piping;
734.101;Control Air Reservoir;
734.102;Control Air Reservoir
74;EXHAUST SYSTEMS AND AIR INTAKES;
744;EXHAUST GAS SYSTEMS FOR MOTOR AGGREGATES;
744.001;Exhaust Gas Dust Cleaner;
744.001.01;Fan No 01 - Exhaust Gas Dust Cleaner;
744.001.01.81;Motor
744.001.02;Fan No 02 - Exhaust Gas Dust Cleaner;
744.001.02.81;Motor
744.011;EXHAUST GAS CLEANING SYSTEM;
744.011.01;Scrubber Separator No 01;
744.011.01.81;Motor
744.011.02;Scrubber Separator No 02;
744.011.02.81;Motor
744.011.11;Scrubber Multi-Cyclone;
744.011.21;Pump - Scrubbing Water Tank Discharge;
744.011.21.81;Motor
744.011.31;Pump No 01 - Alkali Feed;
744.011.31.81;Motor
744.011.32;Pump No 02 - Alkali Feed;
744.011.32.81;Motor
744.011.41;Pump - Scrubber Make-up;
744.011.41.81;Motor
744.011.46;Pump No 01 - Scrubber Hydro Cyclone;
744.011.46.81;Motor
744.011.47;Pump No 02 - Scrubber Hydro Cyclone;
744.011.47.81;Motor
744.011.51;Pump No 01 - Scrubber Separator Feed;
744.011.51.81;Motor
744.011.52;Pump No 02 - Scrubber Separator Feed;
744.011.52.81;Motor
744.011.53;Pump No 03 - Scrubber Separator Feed;
744.011.53.81;Motor
744.011.54;Pump No 04 - Scrubber Separator Feed;
744.011.54.81;Motor
744.011.61;Pump No 01 - Scrubber Cooling Sea Water;
744.011.61.81;Motor
744.011.62;Pump No 02 - Scrubber Cooling Sea Water;
744.011.62.81;Motor
744.011.95;Control Panel - Exhaust Gas Scrubber;
744.021;WATER MONITORING MODULE;
744.021.01;Water Monitoring Module No 01 - Exhaust Gas Scrubber;
744.021.01.01;Pump - Water Monitoring Instrument No 01 - Exh. Gas Scrubber;
744.021.01.81;Motor
744.021.02;Water Monitoring Module No 02 - Exhaust Gas Scrubber;
744.021.02.01;Pump - Water Monitoring Instrument No 02 - ExGas Scrubber;
744.021.02.81;Motor
744.021.03;Water Monitoring Module No 03 - Exhaust Gas Scrubber;
744.021.03.01;Pump - Water Monitoring Instrument No 03 - ExGas Scrubber;
744.021.03.81;Motor
744.041;Cooler - Exhaust Gas Scrubbing Sea Water;
744.051;HYDRO CYCLONES - Exhaust Gas Scrubber;
744.051.01;Cycline No 01 - Exhaust Gas Scrubber;
744.051.02;Cycline No 02 - Exhaust Gas Scrubber;
744.061;PURIFIERS - Exhaust Gas Cleaning System;
744.061.01;Purifier No 01 - Exhaust Gas Cleaning;
744.061.02;Purifier No 02 - Exhaust Gas Cleaning;
744.081;Valves
744.082;Exhaust Gas Cleaning Reactant Piping (SOx);
744.086;Exhaust Gas Cleaning Reactant Pumping Units (SOx);
744.101;Exhaust Gas Cleaning System (SOx);
744.102;Exhaust Gas System Fan Units (SOx);
744.102.01;Fan - Sealing Air
744.102.01.81;Motor
744.102.11;Fan - Residence Tank Ventilation
744.102.11.81;Motor
744.102.21;Fan - Process Tank Ventilation
744.102.21.81;Motor
744.103;Exhaust Gas Cleaning Reactant Pumping Unit (SOx);
744.401;Tank - Scrubber Residence;
744.401.01;Tank No 01 - Holding (Exhaust Gas Cleaning);
744.401.02;Tank No 02 - Holding (Exhaust Gas Cleaning);
744.401.03;Tank No 03 - Holding (Exhaust Gas Cleaning);
744.411;Tank - Scrubber Sludge;
744.411.01;Tank - Cyclone Sludge (Exhaust Gas Cleaning);
744.411.02;Tank No 01 - Purifier Sludge (Exhaust Gas Cleaning);
744.411.03;Tank No 02 - Purifier Sludge (Exhaust Gas Cleaning);
744.421;Tank - Scrubber Alkali;
744.431;Tank - Scrubber Process;
75;STEAM
752;PRIMARY REDUCED PRESSURE STEAM SYSTEMS;
752.001;DESUPERHEATERS;
752.001.01;Heater - DesuperHeater No 01;
752.001.02;Heater - DesuperHeater No 02;
752.001.03;Heater - DesuperHeater No 03;
752.001.04;Heater - DesuperHeater No 04;
752.001.05;Heater - DesuperHeater No 05;
752.011;DESUPERHEATER FEED WATER UNIT;
752.011.01;Pump No 01 - Desuperheater Feed Water;
752.011.01.81;Motor
752.011.01.91;Starter Panel - Desuperheater Feed Water Pump No 01;
752..011.02;Pump No 02 - Desuperheater Feed Water;
752..011.02.81;Motor
752..011.02.91;Starter Panel - Desuperheater Feed Water Pump No 02;
752.081;Valves
755;PRIMARY CONDENSATE SYSTEMS;
755.001;Atmospheric Condenser (Auxiliary Condenser);
755.011;Auxiliary Condenser
755.016;Auxiliary Condenser
755.081;Valves
755.101;Dump Condenser / Drain Cooler;
755.201;Tank - Cascade;
755.201.91;Oil Content Detector - Cascade Tank;
756;PRIMARY FEED WATER SYSTEMS;
756.001;BOILER MAIN FEED WATER PUMP UNIT;
756.001.01;Pump No 01 - Boiler Main Feed Water;
756.001.01.81;Motor
756.001.02;Pump No 02 - Boiler Main Feed Water;
756.001.02.81;Motor
756.006;BOILER AUXILIARY FEED WATER PUMP UNIT;
756.006.01;Pump No 01 - Boiler Auxiliary Feed Water;
756.006.01.81;Motor
756.006.02;Pump No 02 - Boiler Auxiliary Feed Water;
756.006.02.81;Motor
756.011;AUXILIARY BOILER FEED WATER PUMP UNIT;
756.011.01;Pump No 01 - Auxiliary Boiler Feed Water;
756.011.01.81;Motor
756.011.01.91;Starter Panel - Auxiliary Boiler Feed Water Pump No 01;
756.011.02;Pump No 02 - Auxiliary Boiler Feed Water;
756.011.02.81;Motor
756.011.02.91;Starter Panel - Auxiliary Boiler Feed Water Pump No 02;
756.013;AUXILIARY FEED WATER PUMP UNIT;
756.013.01;Pump No 01 - Auxiliary Feed Water;
756.013.01.81;Motor
756.013.01.91;Starter Panel - Auxiliary Feed Water Pump No 01;
756.013.02;Pump No 02 - Auxiliary Feed Water;
756.013.02.81;Motor
756.013.02.91;Starter Panel - Auxiliary Feed Water Pump No 02;
756.016;FEED WATER TRANSFER PUMP UNIT;
756.016.01;Pump No 01 - Feed Water Transfer;
756.016.01.81;Motor
756.016.01.91;Starter Panel - Feed Water Transfer Pump No 01;
756.016.02;Pump No 02 - Feed Water Transfer;
756.016.02.81;Motor
756.016.02.91;Starter Panel - Feed Water Transfer Pump No 02;
756.021;EXHAUST GAS BOILER FEED WATER PUMP UNIT;
756.021.01;Pump No 01 - Exhaust Gas Boiler Feed Water;
756.021.01.81;Motor
756.021.02;Pump No 02 - Exhaust Gas Boiler Feed Water;
756.021.02.81;Motor
756.031;BOILER WATER CIRCULATING PUMP UNIT;
756.031.01;Pump No 01 - Boiler Water Circulating;
756.031.01.81;Motor
756.031.01.91;Starter Panel - Boiler Water Circulating Pump No 01;
756.031.02;Pump No 02 - Boiler Water Circulating;
756.031.02.81;Motor
756.031.02.91;Starter Panel - Boiler Water Circulating Pump No 02;
756.036;HOTWELL MAKE-UP WATER PUMP UNIT;
756.036.01;Pump No 01 - Hotwell Make-up Water;
756.036.01.81;Motor
756.036.01.91;Starter Panel - Hotwell Make-up Water Pump No 01;
756.036.02;Pump No 02 - Hotwell Make-up Water;
756.036.02.81;Motor
756.036.02.91;Starter Panel - Hotwell Make-up Water Pump No 02;
756.041;Heater - Boiler Feed Water;
756.051;Feed Water Chemical Dosing Unit;
756.061;Flow Meter - Boiler Feed Water;
756.071;Boiler Water Treatment System;
756.071.01;Pump - Elysator Circulating;
756.081;Valves
756.082;Feed Water Piping;
76;DISTILLED AND MAKE-UP WATER SYSTEMS;
761;FRESH WATER PRODUCTION SYSTEM;
761.001;Fresh Water Generator No 01;
761.001.11;Pump - FWG Distillate;
761.001.11.81;Motor
761.001.11.91;Starter Panel - FWG Distillate Pump;
761.001.21;Pump - FWG Ejector;
761.001.21.81;Motor
761.001.21.91;Starter Panel - FWG Ejector Pump;
761.001.31;Chemical Injection Dosage Unit - FWG;
761.001.41;Pump - FWG Steam Booster;
761.001.41.81;Motor
761.001.51;Eductor - Fresh Water Generator;
761.001.56;Flow Meter - Fresh Water Generator;
761.001.91;Starter Panel - Fresh Water Generator No 01;
761.001.95;Control Panel - Fresh Water Generator;
761.002;Fresh Water Generator No 02;
761.002.11;Pump - Distillate
761.002.11.81;Motor
761.002.21;Pump - FWG No 02 Ejector;
761.002.21.81;Motor
761.002.31;Chemical Injection Dosage Unit - FWG No 02
761.002.41;Pump - Sea Water Booster
761.002.41.81;Motor
761.002.51;Eductor - Fresh Water Generator No 02
761.002.56;Flow Meter - Fresh Water Generator No 02
761.002.95;Control Panel - Fresh Water Generator No 02
761.003;Fresh Water Generator No 03;
761.003.11;Pump - Distillate
761.003.11.81;Motor
761.003.21;Pump - Ejector
761.003.21.81;Motor
761.003.31;Chemical Injection Dosage Unit - FWG No 03
761.003.41;Pump - Sea Water Booster
761.003.41.81;Motor
761.003.51;Eductor - Fresh Water Generator No 03
761.003.56;Flow Meter - Fresh Water Generator No 03
761.003.95;Control Panel - Fresh Water Generator No 03
761.004;Fresh Water Generator No 04
761.004.11;Pump - Distillate
761.004.11.81;Motor
761.004.21;Pump - Ejector
761.004.21.81;Motor
761.004.31;Chemical Injection Dosage Unit - FWG No 04
761.004.41;Pump - Sea Water Booster
761.004.41.81;Motor
761.004.51;Eductor - Fresh Water Generator No 04
761.004.56;Flow Meter - Fresh Water Generator No 04
761.004.95;Control Panel - Fresh Water Generator No 04
761.081;Valves
79;AUTOMATION SYSTEMS FOR MACHINERY;
791;MANOEUVRE CONSOLES
791.001;Engine Control Console;
791.002;Engine Control Console (Engine Side);
791.011;Bridge Control Console;
791.011.01;Bridge Wing Console
791.011.02;Bridge Wing Console
791.014;Data Bridge Console - Wheelhouse;
791.016;Bridge Alarm Monitoring System;
791.021;Emergency Console - Main Engine;
791.026;Bridge Manoeuvring System;
792;COMMON AUTOMATION EQUIPMENT
792.001;ER Alarm Monitoring System;
792.011;Data Logger;
792.021.01;Signal Acquisition Unit (SAX) Extended;
792.022;DISTRIBUTED PROCESSING UNIT (DPU) CABINETS;
792.023;REMOTE OPERATOR STATION (ROS);
792.031;PROCESS CONTROL UNITS (PCU);
792.031.01;Process Control Unit (PCU) No 01;
792.031.02;Process Control Unit (PCU) No 02;
792.041;GENERATOR CONTROL UNITS (GCU);
792.041.01;Generator Control Unit (GCU) No 01;
792.041.02;Generator Control Unit (GCU) No 02;
792.041.03;Generator Control Unit (GCU) No 03;
792.041.04;Generator Control Unit (GCU) No 04;
792.041.05;Generator Control Unit (GCU) No 05;
792.046;Engine Control Unit (ECU);
792.047;Engine Telegraph Unit (ETU);
792.051;SIGNAL ACQUISITION UNITS (SAU);
792.051.01;Signal Acquisition Unit (SAU) No 01;
792.051.02;Signal Acquisition Unit (SAU) No 02;
792.051.03;Signal Acquisition Unit (SAU) No 03;
792.051.04;Signal Acquisition Unit (SAU) No 04;
792.051.05;Signal Acquisition Unit (SAU) No 05;
792.051.06;Signal Acquisition Unit (SAU) No 06;
792.051.07;Signal Acquisition Unit (SAU) No 07;
792.051.08;Signal Acquisition Unit (SAU) No 08;
792.051.09;Signal Acquisition Unit (SAU) No 09;
792.051.10;Signal Acquisition Unit (SAU) No 10;
792.051.11;Signal Acquisition Unit (SAU) No 11;
792.051.12;Signal Acquisition Unit (SAU) No 12;
792.051.13;Signal Acquisition Unit (SAU) No 13;
792.051.14;Signal Acquisition Unit (SAU) No 14;
792.061;Safety System Unit (SSU);
792.071;Digital Servo Unit (DSU);
792.081;Level Gauging Unit (LGU);
792.081.01;Level Gauge Cabinet (LD100S) No 01;
792.081.02;Level Gauge Cabinet (LD100S) No 02;
792.081.03;Level Gauge Cabinet (LD100S) No 03;
792.101;General Alarm;
792.102;ER Signal Light Column;
792.103;Bilge Alarm System;
792.103.01;Bilge Alarm System - Engine Room;
792.103.02;Bilge Alarm System - Cargo Hold;
792.103.03;Bilge Alarm System - Bow Thruster;
792.103.04;Bilge Alarm System - Pump Room;
792.103.05;Bilge Alarm System - Bosun Store;
792.103.06;Bilge Alarm System - Fore Peak Store;
792.103.07;Bilge Alarm System - Cargo Motor Room;
792.103.08;Bilge Alarm System - Cargo Machinery Room;
792.104;Engine Room Alarm System;
792.105;Engineers Call Alarm;
792.107;Steering Alarm;
792.108;UMS Extension Alarm;
792.109;Elevator Alarm;
792.110;Alarms and Trips - Engine Room;
792.111;CO2 Alarm;
792.201;ALARM AND AUTOMATION - ENGINE ROOM;
792.201.01;Alarm and Automation XX - ME General;
792.201.01.01;Alarm and Automation XX - ME Slowdown;
792.201.01.02;Alarm and Automation XX - ME Shutdown;
792.201.02;Alarm and Automation XX - ME Lube Oil and Shafting;
792.201.03;Alarm and Automation XX - ME Cylinder Cooling Fresh Water System;
792.201.04;Alarm and Automation XX - ME Piston Cooling Oil System;
792.201.05;Alarm and Automation XX - ME Exhaust Gas and Scavenge;
792.201.06;Alarm and Automation XX - ME Fuel Oil System;
792.201.07;Alarm and Automation XX - Stern Tube;
792.201.08;Alarm and Automation XX - Main Propulsion Monitoring and Alarm;
792.201.09;Alarm and Automation XX - ME Control System;
792.201.10;Alarm and Automation XX - Auxiliary Engines;
792.201.11;Alarm and Automation XX - Auxiliary Engine No 01;
792.201.12;Alarm and Automation XX - Auxiliary Engine No 02;
792.201.13;Alarm and Automation XX - Auxiliary Engine No 03;
792.201.14;Alarm and Automation XX - Auxiliary Engine No 04;
792.201.15;Alarm and Automation XX - Auxiliary Engine No 05;
792.201.16;Alarm and Automation 100 - Main Propulsion Plant;
792.201.20;Alarm and Automation XX - Generators;
792.201.21;Alarm and Automation XX - Generator No 01;
792.201.22;Alarm and Automation XX - Generator No 02;
792.201.23;Alarm and Automation XX - Generator No 03;
792.201.24;Alarm and Automation XX - Generator No 04;
792.201.25;Alarm and Automation XX - Generator No 05;
792.201.28;Alarm and Automation XX - Shaft Generator;
792.201.29;Alarm and Automation XX - AE Fuel Oil System;
792.201.30;Alarm and Automation XX - Auxiliary Machinery System;
792.201.31;Alarm and Automation XX - Cooling Water System;
792.201.32;Alarm and Automation XX - Sea Water System;
792.201.33;Alarm and Automation XX - Fresh Water System;
792.201.34;Alarm and Automation XX - Fresh Water Generator;
792.201.36;Alarm and Automation XX - Lube Oil System;
792.201.37;Alarm and Automation XX - Lube Oil Piping System;
792.201.38;Alarm and Automation XX - Fuel Oil System;
792.201.39;Alarm and Automation XX - Fuel Oil Piping System;
792.201.41;Alarm and Automation XX - Air System;
792.201.42;Alarm and Automation XX - Starting Air System;
792.201.43;Alarm and Automation XX - Service Air System;
792.201.44;Alarm and Automation XX - Air Piping System;
792.201.45;Alarm and Automation XX - Control Air System;
792.201.46;Alarm and Automation XX - Purifier;
792.201.47;Alarm and Automation XX - Fuel Oil Purifier;
792.201.48;Alarm and Automation XX - Lube Oil Purifier;
792.201.50;Alarm and Automation XX - Air Compressor;
792.201.51;Alarm and Automation XX - Tanks;
792.201.52;Alarm and Automation XX - Fuel Oil Tanks;
792.201.53;Alarm and Automation XX - Lube Oil Tanks;
792.201.54;Alarm and Automation XX - Bilge Tanks;
792.201.55;Alarm and Automation XX - Sludge Tanks;
792.201.56;Alarm and Automation XX - Ventilation Engine Room;
792.201.57;Alarm and Automation XX - Bilge Separator;
792.201.58;Alarm and Automation XX - Automation Equipment;
792.201.61;Alarm and Automation XX - Bilge System;
792.201.81;Alarm and Automation XX - Monitoring System;
792.201.82;Alarm and Automation XX - Miscellaneous System;
792.201.83;Alarm and Automation XX - Repose and Interlock;
792.201.84;Alarm and Automation XX - Running Hour;
792.201.85;Alarm and Automation XX - Incinerator;
792.201.86;Alarm and Automation XX - Valves Remote Control System;
792.201.87;Alarm and Automation XX - Pumps;
792.201.88;Alarm and Automation XX - Generator Common;
792.201.89;Alarm and Automation XX - Exhaust Gas System;
792.201.90;Alarm and Automation XX - Auxiliary Machine;
792.201.91;Alarm and Automation XX - Engine Room Bilge;
792.201.92;Alarm and Automation XX - Heat Exchangers;
792.201.93;Alarm and Automation XX - Motors;
792.201.94;Alarm and Automation XX - Machinery Control and Instrumentation;
792.201.95;Alarm and Automation XX - Suppression Group;
792.201.96;Alarm and Automation XX - Electrical;
792.201.97;Alarm and Automation 600
792.201.99;E0 Alarms;
792.301;WATCH MONITORING SYSTEM;
792.301.01;Watch Bridge Unit (WBU);
792.301.03;WATCH CONTROL UNITS (WCU);
792.301.03.01;Watch Control Unit (WCU) No 01;
792.301.03.02;Watch Control Unit (WCU) No 02;
792.301.03.03;Watch Control Unit (WCU) No 03;
792.301.03.04;Watch Control Unit (WCU) No 04;
792.301.05;MAIN CONTROL UNITS (MCU);
792.301.05.01;Main Control Unit (MCU) No 01;
792.301.05.02;Main Control Unit (MCU) No 02;
792.901;Pressure/Temperature Switches
793;AUTOMATION EQUIPMENT - PROP.MACH.
793.001;ME Remote Control System;
793.002;ME Remote Control Unit - Bridge;
793.011;ME Pneumatic Control System;
793.016;ME Multi-Purpose Controller (MPC) Card;
793.021;OIL MIST DETECTORS;
793.021.01;Oil Mist Detector;
793.021.11;Oil Mist Detector - AE;
793.031;ME manoeuvring System;
793.041;ME Telegraph Logger (Order Printer);
793.051;ENGINE TELEGRAPH;
793.051.01;Engine Telegraph - Engine Control Room;
793.051.02;Engine Telegraph - Bridge;
793.051.03;Engine Telegraph - Engine Room;
793.061;ME Vibration Monitoring System;
793.071.01;ME Turbocharger Tachometer No 01;
793.071.02;ME Turbocharger Tachometer No 02;
793.081;ME Revolution (RPM) Indicator;
793.082;ME Shaft Horse Power Meter;
793.083;ME Shaft Revolution Counter;
793.091;Engine Performance Monitoring System;
793.096;ME PMI Auto Tuning System;
793.101;ME Digital Governor System;
793.111;ME Axial Vibration Monitor;
793.121;ME Bearing Wear Monitoring System;
793.131;ME Water in Oil Monitoring System;
793.141;ME Bearing Temperature Monitoring System;
793.201;ME MAIN OPERATING PANEL (MOP);
793.201.01;ME Main Operating Panel (MOP) A;
793.201.02;ME Main Operating Panel (MOP) B;
793.202;ME ENGINE INTERFACE CONTROL UNIT (EICU);
793.202.01;ME Engine Interface Control Unit (EICU) A;
793.202.02;ME Engine Interface Control Unit (EICU) B;
793.203;ME ENGINE CONTROL UNIT (ECU);x
793.203.01;ME Engine Control Unit (ECU) A;
793.203.02;ME Engine Control Unit (ECU) B;
793.204;ME CYLINDER CONTROL UNIT (CCU);
793.204.01;ME Cylinder Control Unit (CCU) No 01;
793.204.02;ME Cylinder Control Unit (CCU) No 02;
793.204.03;ME Cylinder Control Unit (CCU) No 03;
793.204.04;ME Cylinder Control Unit (CCU) No 04;
793.204.05;ME Cylinder Control Unit (CCU) No 05;
793.204.06;ME Cylinder Control Unit (CCU) No 06;
793.204.07;ME Cylinder Control Unit (CCU) No 07;
793.204.08;ME Cylinder Control Unit (CCU) No 08;
793.205;ME AUXILIARY CONTROL UNIT (ACU);
793.205.01;ME Auxiliary Control Unit (ACU) No 01;
793.205.02;ME Auxiliary Control Unit (ACU) No 02;
793.205.03;ME Auxiliary Control Unit (ACU) No 03;
793.206;ME Cylinder Lubricator Unit;
793.206.91;ME Emergency Cylinder Lubricator Cable;
793.207;ME Propulsion Control System;
793.208;ME LOCAL OPERATING PANEL (LOP);
793.208.01;ME Local Display Unit (LDU);
794;AUTOMATION EQUIPMENT - BOILERS;
794.001;Alarm and Automation XX - Thermal Oil Heating Plant;
794.101;Alarm and Automation XX - Boilers;
794.102;Alarm and Automation XX - Feed Water System;
797;AUTOMATION EQUIPMENT FOR OTHER MACHINERY COMPONENTS;
797.001;Ballast Control Console;
797.002;Alarm and Automation XX - Main Switchboard;
797.003;Alarm and Automation XX - Emergency Switchboard;
797.004;Alarm and Automation XX - Inhibit System (Alarm Block);
797.005;Alarm and Automation XX - Power Management System;
797.201;ALARM AND AUTOMATION - OUTSIDE ENGINE ROOM;
797.201.01;Alarm and Automation XX - Emergency Generator;
797.201.02;Alarm and Automation XX - Ballast Tanks;
797.201.03;Alarm and Automation XX - Data Logger;
797.201.04;Alarm and Automation XX - Provision Refrigeration Plant;
797.201.05;Alarm and Automation XX - Air Condition Plant;
797.201.06;Alarm and Automation XX - Cargo Area Ventilation;
797.201.07;Alarm and Automation XX - Air Pressurised Areas;
797.201.08;Alarm and Automation XX - Watertight Doors and Hatches;
797.201.09;Alarm and Automation XX - Sewage Treatment and Toilet;
797.201.10;Alarm and Automation XX - Fan Damper Hydraulic Unit;
797.201.11;Alarm and Automation XX - Stern Ramp Hydraulic Unit;
797.201.12;Alarm and Automation XX - RO -RO Equipment Hydraulic Unit;
797.201.13;Alarm and Automation XX - Deck Machinery;
797.201.14;Alarm and Automation XX - Control Consoles etc.;
797.201.15;Alarm and Automation XX - Draft and Heeling;
797.201.16;Alarm and Automation XX - Steering Gear;
797.201.17;Alarm and Automation XX - Inert Gas System;
797.201.18;Alarm and Automation XX - Ferrous Ion Generator;
797.201.19;Alarm and Automation XX - Marine Growth Prevention System (MGPS);
797.201.20;Alarm and Automation XX - Tank Level System;
797.201.21;Alarm and Automation XX - Thrusters;
797.201.22;Alarm and Automation XX - Accommodation;
797.201.23;Alarm and Automation XX - Cargo System;
797.201.24;Alarm and Automation XX - Ballast Water Treatment;
797.201.25;Alarm and Automation XX - Reliquefaction Plant;
797.201.26;Alarm and Automation XX - Fire Alarm System;
